id_vuelo,aeropuerto_origen,aeropuerto_destino,hora_salida_programada,dia_semana,distancia_vuelo,condiciones_climaticas,congestion_aerea,tipo_avion,ocupacion_vuelo,temporada_alta,puerta_embarque,visibilidad,tiempo_estimado_vuelo
12027,UIO,EZE,11:15,Lunes,3900,Niebla,Baja,Airbus A330,85.5,FALSE,37,0.4,317
12813,BOG,BGA,06:30,Jueves,310,Lluvia,Baja,Airbus A320,79.2,FALSE,37,14.9,52
20250,BOG,CCS,16:00,Martes,1010,Despejado,Media,Airbus A320neo,82.6,FALSE,21,28.2,103
24993,CLO,MDE,21:15,Miércoles,265,Despejado,Media,Boeing 737,46.4,TRUE,41,22,52
19017,JFK,MDE,16:30,Viernes,3560,Despejado,Media,Airbus A330,93.7,FALSE,41,10.7,296
22385,BOG,JFK,12:00,Domingo,3930,Nublado,Baja,Boeing 777,95.4,FALSE,44,26.3,316
18855,COR,EZE,15:00,Viernes,695,Despejado,Baja,Boeing 737,77.8,FALSE,14,5.2,74
24649,EZE,AEP,03:45,Jueves,35,Nublado,Baja,Airbus A320,90.4,FALSE,34,26.7,42
26527,BAQ,BOG,19:30,Jueves,145,Despejado,Media,Boeing 737,81,FALSE,4,12.5,46
21567,MDE,LIM,20:45,Martes,2100,Despejado,Media,Airbus A320neo,71.3,FALSE,14,24.1,190
26207,BAQ,MDE,21:45,Jueves,310,Nublado,Media,ATR 72,51.8,FALSE,32,29.7,44
27834,PTY,UIO,02:30,Miércoles,1420,Despejado,Baja,Boeing 757,64.8,TRUE,11,11.2,139
10380,EZE,NQN,07:30,Martes,1150,Despejado,Alta,Embraer E195,61.8,FALSE,31,15.3,119
26773,EZE,MIA,00:45,Sábado,7720,Nublado,Alta,Airbus A330,67.2,TRUE,3,19.9,602
11528,UIO,MDE,08:30,Sábado,960,Despejado,Baja,Airbus A320neo,67.3,TRUE,13,6.5,111
17899,BOG,PTY,15:30,Viernes,650,Nublado,Alta,ATR 72,61.6,FALSE,36,7,82
16562,IAH,PTY,05:30,Lunes,2860,Despejado,Media,Boeing 737 MAX,89.7,TRUE,38,20.4,240
12389,BAQ,BOG,09:30,Jueves,145,Despejado,Baja,Airbus A320,49.8,FALSE,36,12.3,47
19882,EZE,MVD,16:00,Sábado,210,Tormenta,Baja,Airbus A320,79.9,FALSE,43,2.6,37
16691,BOG,CCS,07:45,Jueves,1010,Despejado,Media,Embraer E195,72.7,FALSE,11,18.1,119
16921,AMS,GRU,07:15,Jueves,9850,Tormenta,Baja,Boeing 777,78.4,FALSE,7,4.1,759
29087,BOG,JFK,01:30,Sábado,3930,Nublado,Media,Airbus A330,94,TRUE,32,7.6,327
25577,BAQ,BOG,13:15,Miércoles,145,Despejado,Baja,ATR 72,48.4,FALSE,6,26.4,40
25468,MEX,PTY,22:30,Domingo,2280,Niebla,Media,Embraer E195,84.3,FALSE,41,2.2,203
20885,EZE,MDZ,17:45,Miércoles,1040,Tormenta,Baja,Embraer E195,81.1,FALSE,47,1.8,101
27810,GRU,GIG,11:30,Domingo,360,Tormenta,Media,Embraer E190,82.9,FALSE,47,3.3,74
18057,COR,EZE,14:45,Miércoles,695,Despejado,Baja,Airbus A320,90.9,FALSE,39,29.3,100
25685,AEP,EZE,14:00,Martes,35,Nublado,Alta,ATR 72,74.7,TRUE,19,17.5,47
22793,CCS,EZE,15:00,Miércoles,4300,Despejado,Baja,Airbus A330,91.9,TRUE,46,25.3,356
19290,EZE,TUC,14:00,Jueves,1230,Despejado,Alta,Embraer E195,90.8,FALSE,20,17.3,114
16594,CLT,PTY,05:00,Viernes,2890,Despejado,Baja,Boeing 737 MAX,48.6,TRUE,5,9.8,263
14784,EZE,BOG,08:15,Domingo,4650,Despejado,Baja,Airbus A350,77.7,FALSE,4,27.1,377
13426,BOG,JFK,06:45,Viernes,3930,Nublado,Media,Airbus A330,78.9,TRUE,25,26,323
10912,PEI,BOG,05:30,Lunes,265,Nublado,Baja,Boeing 737,72.3,TRUE,19,8.2,65
29507,MDE,PTY,20:00,Sábado,715,Lluvia,Media,ATR 72,48.8,TRUE,46,11,77
26325,MDE,PEI,06:45,Martes,140,Nublado,Baja,Boeing 737,66.2,FALSE,22,11.3,44
24845,GRU,CWB,18:15,Martes,410,Despejado,Media,Airbus A320,78.6,TRUE,41,16.6,52
21659,EZE,COR,15:15,Sábado,695,Lluvia,Media,Boeing 737,91.3,FALSE,33,15.1,94
25656,CTG,MDE,14:45,Sábado,365,Nublado,Baja,Airbus A320,87.3,FALSE,23,17.2,63
14985,GRU,MAD,06:15,Sábado,9350,Despejado,Media,Airbus A350,46.3,FALSE,21,10.8,742
13770,BGA,MDE,08:00,Martes,295,Despejado,Media,Embraer E190,91.3,TRUE,29,19.2,65
16089,CTG,BOG,07:45,Sábado,135,Despejado,Media,Boeing 737,76.6,FALSE,42,18.3,35
11982,PTY,SJO,08:30,Jueves,580,Despejado,Baja,Boeing 737,61.7,FALSE,7,10.2,66
16558,BAQ,BOG,07:30,Viernes,145,Lluvia,Media,Embraer E190,46.2,TRUE,13,12.8,46
26405,COR,EZE,01:15,Jueves,695,Niebla,Alta,ATR 72,73,TRUE,20,0.4,90
15762,GUA,PTY,06:15,Lunes,820,Despejado,Baja,Embraer E195,41.1,TRUE,49,13.6,105
24723,EZE,TUC,21:15,Martes,1230,Despejado,Media,Boeing 757,94.7,TRUE,8,12.8,124
15835,MDE,BAQ,08:30,Sábado,310,Niebla,Baja,Airbus A320,61.6,FALSE,24,1.9,60
17354,AEP,EZE,14:15,Sábado,35,Despejado,Media,Airbus A320,30.5,FALSE,32,20,31
17783,MDE,PEI,15:30,Viernes,140,Nublado,Media,Airbus A320,70.9,FALSE,2,19.5,43
13785,CLO,MDE,08:15,Lunes,265,Nublado,Baja,Airbus A320,92,FALSE,19,24,55
28627,GRU,MVD,22:00,Martes,1550,Despejado,Baja,Boeing 737 MAX,71.2,TRUE,13,25.8,147
24327,EZE,MDZ,10:00,Lunes,1040,Despejado,Baja,Boeing 737 MAX,75.1,TRUE,46,29,98
11536,EZE,COR,10:45,Domingo,695,Despejado,Media,Boeing 737,77,FALSE,48,12,80
23982,SCL,GRU,14:15,Domingo,2620,Lluvia,Alta,Airbus A320neo,88.8,FALSE,5,23,230
23594,LIM,MDE,12:15,Martes,2100,Despejado,Alta,Embraer E195,71.8,TRUE,13,25.4,206
15422,PTY,BOG,08:15,Viernes,650,Niebla,Baja,ATR 72,73,FALSE,19,0.4,81
20993,BOG,MAD,17:00,Martes,8680,Despejado,Media,Airbus A330,58.4,FALSE,32,5.9,682
15528,GRU,SSA,12:00,Sábado,1940,Lluvia,Baja,Boeing 757,44.1,TRUE,17,29.6,188
15184,BAQ,BOG,08:45,Domingo,145,Niebla,Media,Boeing 737,92.5,TRUE,19,0.5,40
12606,GRU,MVD,12:30,Domingo,1550,Niebla,Baja,Boeing 757,70.1,FALSE,12,1.2,162
18084,ROS,EZE,12:15,Miércoles,295,Nublado,Alta,ATR 72,86.3,TRUE,30,27.5,67
26410,GRU,BSB,22:00,Sábado,870,Niebla,Baja,Airbus A320neo,48.4,FALSE,15,1.5,86
17192,MIA,MDE,12:00,Viernes,2750,Lluvia,Baja,Embraer E195,66.8,FALSE,11,23.9,243
17538,CWB,GRU,18:45,Martes,410,Despejado,Baja,Embraer E190,27.8,FALSE,8,24.1,60
14521,GRU,GIG,08:15,Lunes,360,Nublado,Baja,Airbus A320,70,FALSE,5,29.3,63
17900,BOG,BGA,13:45,Martes,310,Nublado,Media,Airbus A320,79.6,FALSE,48,20.4,52
19967,LIM,GRU,12:45,Miércoles,3620,Despejado,Baja,Boeing 777,87.7,TRUE,40,9,295
18138,BRC,EZE,11:30,Jueves,1650,Despejado,Baja,Boeing 737 MAX,88.7,FALSE,4,21.6,156
29923,MAD,EZE,22:45,Jueves,10050,Niebla,Alta,Boeing 787,42.3,FALSE,2,0.9,776
27057,PEI,MDE,02:15,Martes,140,Nublado,Baja,ATR 72,86.7,TRUE,41,18,33
22241,EZE,MVD,14:15,Sábado,210,Nublado,Baja,Airbus A320,44.3,FALSE,40,23.5,43
14817,IGR,EZE,09:00,Viernes,1100,Nublado,Media,Airbus A320neo,84.8,TRUE,21,16.5,111
18482,SSA,GRU,14:30,Martes,1940,Despejado,Baja,Embraer E195,48.7,FALSE,18,9.9,189
25381,UIO,BOG,12:30,Miércoles,730,Despejado,Baja,Airbus A320,71.3,FALSE,32,28.8,83
13060,BGA,BOG,08:00,Miércoles,310,Despejado,Baja,ATR 72,62.7,FALSE,47,20,71
24960,COR,EZE,19:30,Jueves,695,Despejado,Media,ATR 72,96.7,FALSE,29,11.3,99
12449,EZE,IGR,10:00,Lunes,1100,Despejado,Baja,Embraer E195,76.4,FALSE,49,29.9,121
25923,BOG,BAQ,16:15,Lunes,145,Despejado,Media,Airbus A320,61.7,FALSE,13,27.6,48
25265,GRU,BOG,09:15,Sábado,3940,Nublado,Baja,Airbus A330,95.9,TRUE,14,22.2,332
10004,BOG,CTG,07:15,Jueves,135,Nublado,Media,Boeing 737,77.6,TRUE,10,21.2,34
26276,AEP,EZE,17:30,Miércoles,35,Despejado,Baja,Boeing 737,79.3,FALSE,12,17.7,36
22349,NQN,EZE,18:15,Viernes,1150,Lluvia,Alta,Boeing 737 MAX,97,FALSE,18,20.7,129
21067,EZE,GIG,16:45,Domingo,1970,Despejado,Baja,Airbus A320neo,61.8,TRUE,39,5.6,177
23906,PTY,SJO,09:15,Domingo,580,Niebla,Media,ATR 72,75.3,FALSE,21,1.9,85
25307,GRU,MEX,11:15,Jueves,7300,Nublado,Media,Boeing 777,56.1,TRUE,33,21.7,567
18643,MAD,EZE,12:15,Sábado,10050,Lluvia,Media,Boeing 777,90.6,TRUE,38,8.5,778
18724,MDE,PTY,14:15,Sábado,715,Despejado,Baja,Boeing 737,82.6,FALSE,28,8.2,101
10345,GRU,EZE,10:45,Miércoles,1760,Despejado,Alta,Boeing 757,67.3,FALSE,1,5.7,167
16189,PTY,JFK,07:15,Lunes,3520,Nublado,Baja,Boeing 787,68.3,TRUE,17,21.9,300
27242,BOG,MEX,19:15,Lunes,2700,Lluvia,Alta,Boeing 757,58,FALSE,33,28.6,241
21883,GRU,MVD,15:30,Viernes,1550,Nublado,Alta,Airbus A320neo,90.4,FALSE,31,6,163
28278,GRU,AMS,18:30,Lunes,9850,Despejado,Alta,Boeing 787,76.8,TRUE,5,17,766
22934,TUC,EZE,15:15,Viernes,1230,Despejado,Alta,Boeing 737 MAX,56.8,FALSE,45,29.5,121
13316,BOG,PTY,07:45,Domingo,650,Nublado,Media,Airbus A320,70.2,FALSE,29,22.1,69
29388,NQN,EZE,15:45,Miércoles,1150,Tormenta,Alta,Boeing 757,44.8,FALSE,33,0.7,115
15249,BRC,EZE,07:15,Martes,1650,Nublado,Baja,Airbus A320neo,43.6,FALSE,9,7.8,161
15382,PTY,BOG,06:45,Martes,650,Despejado,Media,ATR 72,89.2,FALSE,44,29.2,72
23709,EZE,AEP,12:45,Domingo,35,Lluvia,Baja,ATR 72,94,TRUE,14,26.4,40
10043,SSA,GRU,06:30,Viernes,1940,Nublado,Baja,Airbus A320neo,67.3,FALSE,30,20.8,189
23304,PEI,MDE,15:45,Sábado,140,Despejado,Media,ATR 72,75.8,FALSE,21,13.7,40
20260,MVD,EZE,14:30,Domingo,210,Nublado,Baja,Embraer E190,60.1,FALSE,10,28,48
10796,EZE,LIM,07:45,Sábado,3150,Nublado,Baja,Boeing 777,23.8,FALSE,41,7.6,265
20027,CWB,GRU,16:45,Lunes,410,Despejado,Media,Airbus A320,74.8,FALSE,17,5.6,71
24308,BAQ,BOG,15:30,Sábado,145,Despejado,Media,ATR 72,39.9,TRUE,49,15.9,59
12550,MDE,CLO,08:15,Sábado,265,Despejado,Media,Airbus A320,38.4,TRUE,7,27.8,52
24625,BAQ,MDE,13:30,Lunes,310,Lluvia,Baja,ATR 72,71.5,FALSE,16,20,63
23611,EZE,MDZ,14:00,Viernes,1040,Despejado,Media,Embraer E195,75.4,FALSE,15,19.1,116
17531,MDE,BGA,15:15,Viernes,295,Tormenta,Media,Embraer E190,30.1,FALSE,45,4.5,44
27461,PTY,SJO,11:15,Martes,580,Nublado,Media,ATR 72,88.5,TRUE,16,6.9,63
13101,PTY,EZE,06:45,Domingo,5100,Nublado,Baja,Airbus A350,92.3,FALSE,40,23.9,428
26817,MEX,PTY,01:45,Miércoles,2280,Despejado,Baja,Boeing 737 MAX,70,TRUE,11,23.2,192
21249,CCS,EZE,17:00,Martes,4300,Despejado,Media,Boeing 777,87.4,FALSE,39,21.5,358
23824,ROS,EZE,11:15,Martes,295,Tormenta,Media,Airbus A320,65,FALSE,38,4.5,63
10047,JFK,BOG,08:15,Domingo,3930,Niebla,Media,Airbus A330,61.4,TRUE,34,1.7,331
29829,MDE,BAQ,18:30,Jueves,310,Lluvia,Baja,Airbus A320,87.6,FALSE,14,16.4,49
29382,PTY,CCS,05:00,Domingo,1010,Despejado,Baja,Embraer E195,90.5,FALSE,25,5.6,122
14308,BOG,LIM,05:30,Domingo,1890,Lluvia,Media,Embraer E195,74.7,FALSE,25,13.4,173
26169,AEP,EZE,00:30,Viernes,35,Despejado,Media,Boeing 737,84.1,FALSE,33,28.2,27
14230,PTY,BOG,08:15,Lunes,650,Despejado,Baja,Boeing 737,74.4,FALSE,40,11.8,96
14915,MDE,BAQ,06:15,Viernes,310,Despejado,Baja,Airbus A320,71.7,FALSE,9,12,44
27628,GUA,PTY,03:45,Miércoles,820,Lluvia,Media,Boeing 737 MAX,76.3,FALSE,36,16.8,107
25911,EZE,NQN,08:30,Domingo,1150,Nublado,Baja,Embraer E195,94.2,FALSE,29,27.4,116
19890,GRU,CWB,17:00,Sábado,410,Nublado,Media,ATR 72,78.4,FALSE,35,24.2,57
25133,GRU,EZE,19:15,Jueves,1760,Lluvia,Baja,Airbus A320neo,56.4,FALSE,4,22.4,174
27813,ASU,EZE,02:30,Miércoles,1050,Despejado,Baja,Boeing 757,75.8,FALSE,7,12.1,123
18970,BSB,GRU,11:30,Martes,870,Despejado,Media,Embraer E195,80.1,TRUE,21,23.9,104
20463,PTY,BOG,15:30,Sábado,650,Nublado,Baja,ATR 72,64.5,FALSE,18,25.5,80
26786,TUC,EZE,15:45,Miércoles,1230,Despejado,Alta,Boeing 737 MAX,96.3,FALSE,6,21.8,118
15894,EZE,BRC,08:15,Viernes,1650,Niebla,Baja,Boeing 737 MAX,54.4,FALSE,3,2.8,152
15457,MIA,PTY,08:00,Miércoles,2200,Lluvia,Media,Boeing 757,70.4,FALSE,45,5.3,204
18301,GIG,EZE,12:15,Domingo,1970,Lluvia,Media,Boeing 737 MAX,65,TRUE,8,11.2,175
22398,SCL,EZE,10:15,Domingo,1140,Lluvia,Baja,Embraer E195,60.6,FALSE,10,5.2,127
12190,MDE,BOG,10:30,Jueves,235,Niebla,Media,Airbus A320,68.1,FALSE,23,1.8,39
17918,EZE,COR,15:45,Sábado,695,Lluvia,Baja,Boeing 737,63.8,TRUE,33,11.9,84
24144,BOG,MDE,18:00,Sábado,235,Nublado,Alta,ATR 72,47.2,TRUE,33,20.2,48
12603,BOG,MEX,06:45,Martes,2700,Nublado,Baja,Boeing 757,87.3,FALSE,30,19.9,245
26671,BOG,PTY,15:15,Lunes,650,Despejado,Media,Embraer E190,81.9,FALSE,20,27.9,72
19949,MAD,BOG,12:30,Miércoles,8680,Nublado,Media,Airbus A330,67.7,FALSE,4,12.9,674
20276,GIG,GRU,14:30,Sábado,360,Tormenta,Baja,ATR 72,75.5,TRUE,37,3.1,66
23771,CWB,GRU,16:30,Jueves,410,Tormenta,Baja,Boeing 737,56.9,FALSE,3,4,72
24893,GRU,BOG,19:15,Viernes,3940,Despejado,Alta,Boeing 787,58.7,TRUE,32,29.9,319
21694,IAH,PTY,13:30,Martes,2860,Despejado,Baja,Boeing 757,79.8,TRUE,27,16.9,257
19124,EZE,IGR,12:45,Domingo,1100,Lluvia,Baja,Embraer E195,46.1,FALSE,23,23.8,127
14984,BOG,BAQ,06:00,Jueves,145,Despejado,Baja,Airbus A320,59.4,FALSE,13,19.7,51
20181,BOG,LIM,13:15,Miércoles,1890,Despejado,Baja,Airbus A320neo,82.4,FALSE,25,19.8,187
25364,EZE,CCS,04:00,Domingo,4300,Nublado,Media,Airbus A330,63.4,TRUE,35,27.6,369
22615,EZE,COR,16:45,Jueves,695,Despejado,Media,Embraer E190,64.9,TRUE,36,5.5,73
17229,EZE,GRU,18:45,Sábado,1760,Lluvia,Baja,Airbus A320neo,29.2,FALSE,39,27.4,154
17884,AEP,EZE,11:00,Sábado,35,Tormenta,Media,Boeing 737,94.7,FALSE,49,1.7,30
23485,IAH,PTY,18:30,Domingo,2860,Lluvia,Baja,Embraer E195,72.5,FALSE,41,17.4,234
29051,EZE,ASU,22:45,Lunes,1050,Nublado,Baja,Boeing 737 MAX,46.1,FALSE,1,13.8,108
29035,MDE,MIA,07:00,Martes,2750,Nublado,Baja,Airbus A320neo,88.6,FALSE,6,15.9,248
27914,BAQ,MDE,04:45,Domingo,310,Tormenta,Media,ATR 72,81.3,FALSE,28,3.5,68
12504,SJO,PTY,08:45,Miércoles,580,Despejado,Media,ATR 72,76.8,FALSE,9,6.8,82
29392,MIA,EZE,08:15,Jueves,7720,Nublado,Baja,Airbus A330,84.4,FALSE,44,8,606
14631,GRU,POA,06:00,Viernes,1110,Despejado,Baja,Boeing 737 MAX,73.4,TRUE,39,28,104
11511,IGR,EZE,07:30,Jueves,1100,Despejado,Baja,Boeing 737 MAX,93.9,FALSE,4,15.3,104
16286,MVD,EZE,11:45,Lunes,210,Despejado,Alta,Embraer E190,72.6,TRUE,42,5.6,46
25443,MDE,PEI,00:15,Viernes,140,Despejado,Media,Boeing 737,86.7,FALSE,27,29.2,37
28531,CCS,PTY,14:30,Jueves,1010,Lluvia,Baja,Boeing 737 MAX,53.5,TRUE,6,27.2,113
24836,EZE,TUC,02:15,Viernes,1230,Niebla,Baja,Boeing 757,87.2,FALSE,23,0.8,117
23302,EZE,NQN,10:15,Sábado,1150,Despejado,Media,Airbus A320neo,26.9,FALSE,10,20.7,107
22755,EZE,GRU,14:00,Lunes,1760,Nublado,Media,Airbus A320neo,60.7,FALSE,5,5.9,175
28744,EZE,MAD,04:00,Miércoles,10050,Despejado,Alta,Boeing 777,79.1,FALSE,21,12.8,794
29895,GRU,BSB,10:15,Miércoles,870,Lluvia,Alta,Embraer E195,56.3,FALSE,37,22.1,105
11902,BOG,BAQ,10:15,Lunes,145,Nublado,Media,Embraer E190,64.3,TRUE,22,6.2,47
10709,BOG,MEX,07:30,Lunes,2700,Despejado,Alta,Embraer E195,80.5,TRUE,6,22.9,233
26125,BOG,BGA,18:00,Domingo,310,Nublado,Baja,ATR 72,76.7,FALSE,4,7.4,49
15237,PTY,MEX,08:15,Viernes,2280,Despejado,Media,Boeing 737 MAX,67.1,TRUE,12,9.1,207
12496,MDE,UIO,08:00,Domingo,960,Despejado,Media,Boeing 757,59.9,FALSE,3,27.7,94
10689,EZE,LIM,07:45,Domingo,3150,Despejado,Alta,Boeing 787,48.2,TRUE,10,14.2,269
14451,EZE,TUC,07:30,Viernes,1230,Lluvia,Baja,Embraer E195,67.5,TRUE,4,23.6,136
13185,EZE,COR,09:15,Lunes,695,Despejado,Baja,Embraer E190,69.6,FALSE,49,17.5,90
21488,PTY,CLT,16:00,Sábado,2890,Niebla,Baja,Boeing 737 MAX,81.8,TRUE,17,0.7,265
23650,UIO,PTY,14:00,Lunes,1420,Lluvia,Baja,Embraer E195,83,FALSE,19,23.3,135
20586,BOG,CLO,12:15,Lunes,300,Nublado,Baja,Boeing 737,78.6,FALSE,5,15.2,45
12572,EZE,TUC,08:15,Domingo,1230,Niebla,Baja,Embraer E195,56.2,FALSE,11,2.8,131
22660,UIO,PTY,10:30,Jueves,1420,Tormenta,Media,Embraer E195,44.2,FALSE,38,2.1,151
17732,COR,EZE,15:00,Domingo,695,Despejado,Media,ATR 72,87.7,TRUE,46,27.4,77
18510,SCL,EZE,15:15,Miércoles,1140,Despejado,Alta,Boeing 757,70.2,FALSE,16,24.3,113
20530,BOG,CTG,17:15,Viernes,135,Niebla,Baja,ATR 72,36.6,FALSE,4,0.7,30
17150,LIM,EZE,16:00,Domingo,3150,Tormenta,Media,Airbus A330,69.9,TRUE,37,2.9,274
27235,PEI,BOG,00:45,Jueves,265,Despejado,Media,Airbus A320,81.8,FALSE,8,9.2,61
18181,PTY,MIA,12:15,Sábado,2200,Despejado,Baja,Boeing 737 MAX,77.6,FALSE,25,16.3,206
29134,GRU,MVD,01:45,Domingo,1550,Lluvia,Media,Boeing 737 MAX,82.8,FALSE,4,8.6,142
21774,PTY,LIM,17:45,Sábado,2970,Nublado,Media,Boeing 737 MAX,49.1,FALSE,7,19.4,245
14337,EZE,TUC,08:00,Lunes,1230,Tormenta,Alta,Embraer E195,79.6,FALSE,38,0.6,118
11431,EZE,SCL,08:15,Viernes,1140,Lluvia,Media,Boeing 757,45.1,FALSE,43,23.1,130
21616,AEP,EZE,15:45,Sábado,35,Nublado,Media,Embraer E190,65.4,FALSE,48,19.1,46
26172,EZE,AEP,20:30,Lunes,35,Nublado,Baja,Embraer E190,61.5,FALSE,29,25.8,31
15538,BOG,BAQ,08:15,Domingo,145,Despejado,Alta,Boeing 737,68,FALSE,43,16.2,30
26827,EZE,GRU,13:00,Sábado,1760,Niebla,Media,Airbus A320neo,86.7,TRUE,36,2.7,160
17232,MVD,EZE,17:45,Miércoles,210,Lluvia,Media,Boeing 737,57.4,TRUE,35,9.1,47
29236,CWB,GRU,04:30,Martes,410,Nublado,Alta,Airbus A320,61.9,TRUE,14,6.1,75
12271,GRU,SSA,09:15,Miércoles,1940,Despejado,Baja,Embraer E195,79.1,TRUE,23,13.7,192
15901,JFK,MDE,05:45,Miércoles,3560,Despejado,Baja,Boeing 777,85.9,TRUE,20,21.4,300
13508,PTY,LIM,08:45,Lunes,2970,Despejado,Baja,Airbus A320neo,80.3,FALSE,27,18.9,264
26886,BAQ,BOG,09:15,Sábado,145,Nublado,Baja,Airbus A320,69.7,FALSE,14,11.7,56
28146,CTG,MDE,04:30,Jueves,365,Despejado,Baja,Boeing 737,75.7,FALSE,19,17.1,59
24160,IGR,EZE,05:45,Jueves,1100,Despejado,Media,Boeing 757,25.8,FALSE,8,12.9,123
24094,CLO,BOG,14:30,Sábado,300,Niebla,Baja,Boeing 737,84.4,FALSE,1,2.6,64
23584,COR,EZE,18:00,Jueves,695,Tormenta,Baja,Airbus A320,66.5,FALSE,25,1.7,101
13172,MEX,GRU,06:00,Jueves,7300,Despejado,Media,Boeing 777,88.3,TRUE,16,11.8,585
13887,EZE,MVD,09:15,Sábado,210,Lluvia,Baja,Embraer E190,75.1,FALSE,27,5.5,49
20329,IAH,PTY,16:15,Sábado,2860,Lluvia,Baja,Boeing 757,92.4,FALSE,25,19.6,259
28297,GRU,GIG,20:45,Domingo,360,Tormenta,Alta,ATR 72,69.7,FALSE,38,3.2,72
14756,AEP,EZE,09:00,Lunes,35,Lluvia,Media,ATR 72,78.9,FALSE,4,5.2,40
28356,GIG,GRU,06:00,Viernes,360,Nublado,Baja,Embraer E190,65.5,FALSE,17,5.2,55
22506,BOG,UIO,12:00,Viernes,730,Despejado,Media,Airbus A320,69.5,FALSE,13,24.9,101
20245,CTG,BOG,14:45,Miércoles,135,Nublado,Baja,Embraer E190,85.2,TRUE,22,8.1,31
19735,BAQ,BOG,12:00,Jueves,145,Despejado,Baja,Boeing 737,90.1,TRUE,46,9.2,58
17366,BOG,BAQ,17:15,Sábado,145,Niebla,Alta,Embraer E190,67.8,FALSE,31,1.2,59
22494,JFK,PTY,15:00,Miércoles,3520,Despejado,Baja,Boeing 787,86.8,TRUE,42,19.2,303
26556,EZE,AEP,09:15,Domingo,35,Lluvia,Baja,ATR 72,66,FALSE,11,18.1,34
15785,PEI,MDE,07:00,Martes,140,Despejado,Alta,ATR 72,55.4,FALSE,11,26,40
27294,CWB,GRU,02:00,Viernes,410,Nublado,Baja,ATR 72,66.5,TRUE,22,10,53
23100,EZE,AEP,13:00,Sábado,35,Nublado,Baja,Embraer E190,61,FALSE,20,18,27
19381,EZE,AEP,19:45,Jueves,35,Nublado,Baja,Boeing 737,84.9,FALSE,42,23.8,33
22400,EZE,IGR,15:15,Domingo,1100,Despejado,Media,Embraer E195,87.1,FALSE,20,14.9,130
24887,GRU,PTY,08:15,Martes,4630,Tormenta,Media,Boeing 787,60.7,TRUE,4,2,373
22860,PTY,JFK,15:15,Sábado,3520,Nublado,Baja,Airbus A330,68.9,FALSE,47,11.4,284
24797,BGA,BOG,07:15,Martes,310,Niebla,Media,Airbus A320,90.8,FALSE,11,2.7,51
15599,BOG,BAQ,08:30,Martes,145,Nublado,Alta,ATR 72,93.1,FALSE,16,12.8,48
19053,SJO,PTY,11:30,Martes,580,Tormenta,Media,ATR 72,73.4,FALSE,24,3.2,71
25325,PTY,JFK,09:15,Miércoles,3520,Despejado,Baja,Airbus A330,62.6,TRUE,19,24.6,304
18953,ROS,EZE,13:45,Miércoles,295,Despejado,Baja,Embraer E190,75.3,FALSE,39,13.6,54
15801,CCS,EZE,08:30,Jueves,4300,Despejado,Baja,Boeing 777,76.4,FALSE,17,13.3,348
16085,EZE,MIA,09:00,Viernes,7720,Despejado,Baja,Boeing 777,79.1,TRUE,35,5.9,600
28020,MIA,EZE,08:00,Lunes,7720,Niebla,Media,Boeing 787,55.4,FALSE,1,2.3,606
25343,BOG,MAD,11:15,Viernes,8680,Nublado,Alta,Airbus A350,66.3,TRUE,4,16.8,699
29001,TUC,EZE,12:15,Viernes,1230,Tormenta,Baja,Boeing 737 MAX,66.3,FALSE,29,2,120
26533,PTY,JFK,22:15,Jueves,3520,Lluvia,Baja,Boeing 787,70.1,FALSE,28,26.5,306
17878,FLN,GRU,15:15,Domingo,690,Despejado,Media,Embraer E190,75.3,TRUE,44,19.3,81
12278,JFK,PTY,06:00,Viernes,3520,Nublado,Alta,Airbus A330,84.2,FALSE,21,20.8,304
16429,GRU,LIM,07:00,Domingo,3620,Nublado,Baja,Boeing 787,73.2,FALSE,37,6.1,312
18247,MVD,EZE,15:30,Viernes,210,Lluvia,Baja,ATR 72,76.9,FALSE,2,9.6,42
27623,MDE,CLO,20:30,Domingo,265,Nublado,Baja,Airbus A320,87.8,FALSE,33,16.5,42
14372,GRU,MVD,08:00,Lunes,1550,Niebla,Baja,Boeing 757,66.2,FALSE,8,2.9,150
16960,BOG,BAQ,07:00,Lunes,145,Despejado,Baja,Airbus A320,75.8,FALSE,22,12.6,38
19566,BOG,CLO,14:15,Sábado,300,Despejado,Baja,Embraer E190,57.4,TRUE,29,23,44
17090,GUA,PTY,17:15,Sábado,820,Lluvia,Baja,Embraer E195,64.5,FALSE,36,25,108
19902,CLO,MDE,15:15,Miércoles,265,Lluvia,Baja,Airbus A320,74.3,TRUE,2,25.3,48
16830,PTY,JFK,05:45,Sábado,3520,Niebla,Baja,Boeing 777,80.3,FALSE,27,1,298
11163,MIA,BOG,06:00,Sábado,3160,Lluvia,Baja,Boeing 787,87.7,FALSE,5,24.7,278
12865,MIA,BOG,06:45,Martes,3160,Despejado,Alta,Boeing 787,44,TRUE,31,18.7,286
27035,MAD,BOG,04:45,Miércoles,8680,Nublado,Media,Airbus A330,67.4,TRUE,24,5.2,675
19619,CCS,EZE,12:15,Domingo,4300,Despejado,Media,Boeing 787,71.9,FALSE,18,26.1,345
23161,BOG,UIO,14:30,Miércoles,730,Despejado,Media,Airbus A320,59.8,FALSE,26,8.7,97
17553,BOG,MDE,16:00,Domingo,235,Despejado,Media,Embraer E190,81.8,FALSE,37,10.5,65
