id_cliente,sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,gasto_acumulado_extra,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra,cluster
12366.0,F,Santander,32.0,Ejecutivo,41.0,Ejecutiva,8998.51,1398.1,No,0.0,5819.0,0.0,Web,0
12367.0,M,Buenos Aires,27.0,Docente,12.0,Económica,2065.64,408.37,No,0.0,1067.0,0.0,App,0
12368.0,F,Salta,52.0,Otro,22.0,Económica,6773.59,1101.46,No,0.0,982.0,21.0,Web,0
12369.0,M,Tolima,31.0,Profesional independiente,1.0,Ejecutiva,573.7,47.96,No,0.0,3847.0,72.0,Aeropuerto,0
12370.0,F,Atlántico,23.0,Empleado,15.0,Económica,2724.42,253.1,No,0.0,841.0,12.0,App,0
12371.0,F,Córdoba,45.0,Contador,4.0,Económica,914.96,151.22,No,0.0,2765.0,3.0,App,0
12374.0,M,Mendoza,50.0,Docente,18.0,Económica,5563.06,791.17,No,0.0,959.0,19.0,Web,0
12375.0,M,Santa Fe,55.0,Comerciante,19.0,Económica,6134.45,1404.67,No,0.0,4003.0,24.0,Web,0
12377.0,F,Santa Fe,43.0,Ejecutivo,26.0,Ejecutiva,14648.45,2535.6,No,0.0,9465.0,22.0,Web,0
12378.0,F,Nariño,36.0,Empleado,8.0,Económica,1306.73,312.14,No,0.0,1787.0,6.0,Agencia,0
12380.0,F,Buenos Aires,52.0,Comerciante,3.0,Económica,716.96,72.53,No,0.0,1445.0,6.0,Web,0
12381.0,F,Rio de Janeiro,36.0,Arquitecto,18.0,Económica,6306.93,886.22,No,0.0,2915.0,29.0,Web,0
12382.0,M,Santander,47.0,Abogado,16.0,Ejecutiva,5391.7,507.92,No,0.0,6422.0,1.0,App,0
12383.0,F,Santander,48.0,Empleado,24.0,Económica,5081.18,1226.66,No,0.0,1488.0,36.0,App,0
12385.0,F,Misiones,49.0,Profesional independiente,22.0,Económica,4089.64,816.86,No,0.0,1523.0,8.0,Web,0
12386.0,M,Nariño,44.0,Empleado,24.0,Ejecutiva,12230.71,2600.77,No,0.0,850.0,14.0,App,0
12387.0,M,CABA,30.0,Empleado,23.0,Económica,2039.93,227.91,No,0.0,1190.0,24.0,Web,0
12388.0,F,Veraguas,31.0,Empresario,35.0,Económica,4686.36,789.51,No,0.0,6106.0,1.0,Web,0
12391.0,M,Chaco,57.0,Empleado,19.0,Económica,1937.93,88.01,No,0.0,1617.0,15.0,Agencia,0
12392.0,M,Veraguas,33.0,Docente,22.0,Económica,2725.07,486.32,No,0.0,800.0,11.0,Aeropuerto,0
12393.0,M,Córdoba,38.0,Otro,9.0,Económica,3487.11,685.23,No,0.0,1883.0,4.0,Agencia,0
12394.0,F,Santa Fe,29.0,Empresario,44.0,Ejecutiva,22660.97,2869.98,No,0.0,13080.0,21.0,App,1
12395.0,M,Atlántico,34.0,Profesional independiente,6.0,Económica,1709.75,354.18,No,0.0,2700.0,29.0,Web,0
12396.0,M,Valle del Cauca,51.0,Ejecutivo,38.0,Primera clase,51096.22,4563.28,No,0.0,3944.0,12.0,App,1
12397.0,M,Chiriquí,35.0,Empleado,7.0,Económica,524.42,107.35,No,0.0,1762.0,0.0,Aeropuerto,0
12399.0,F,CABA,59.0,Ejecutivo,45.0,Económica,15735.91,2515.9,No,0.0,4670.0,8.0,Web,0
12400.0,M,Salta,23.0,Estudiante,2.0,Ejecutiva,738.86,59.21,No,0.0,446.0,34.0,App,0
12401.0,M,Chaco,48.0,Profesional independiente,12.0,Económica,3612.04,821.78,No,0.0,2369.0,8.0,Agencia,0
12402.0,M,Colón,45.0,Médico,17.0,Económica,3283.75,509.71,No,0.0,5827.0,1.0,App,0
12403.0,M,Santa Fe,50.0,Empleado,16.0,Ejecutiva,9187.18,1661.02,No,0.0,2037.0,16.0,App,0
12404.0,F,Salta,32.0,Empleado,6.0,Económica,1140.33,250.24,No,0.0,1469.0,2.0,App,0
12405.0,M,Nariño,22.0,Estudiante,5.0,Económica,1719.49,99.37,No,0.0,342.0,23.0,App,0
12406.0,M,Atlántico,58.0,Contador,18.0,Ejecutiva,9215.18,1202.71,No,0.0,2445.0,0.0,Web,0
12409.0,M,Valle del Cauca,32.0,Empleado,3.0,Económica,1131.95,81.79,No,0.0,1084.0,54.0,App,0
12412.0,F,Tucumán,22.0,Estudiante,4.0,Económica,730.83,91.47,No,0.0,300.0,12.0,Web,0
12413.0,F,Córdoba,23.0,Empleado,24.0,Económica,1955.35,400.83,No,0.0,2277.0,6.0,Web,0
12414.0,M,Bahia,42.0,Docente,19.0,Económica,3432.85,447.76,No,0.0,1566.0,52.0,App,0
12415.0,M,Entre Ríos,18.0,Estudiante,7.0,Económica,735.15,167.26,No,0.0,474.0,59.0,App,0
12416.0,F,Nariño,18.0,Estudiante,2.0,Económica,254.07,54.78,No,0.0,445.0,65.0,Web,0
12417.0,M,Santa Fe,52.0,Comerciante,5.0,Económica,954.75,156.52,No,0.0,2991.0,1.0,Web,0
12419.0,M,Minas Gerais,44.0,Empleado,24.0,Económica,5723.16,615.99,No,0.0,1456.0,0.0,Web,0
12420.0,F,Atlántico,18.0,Estudiante,1.0,Económica,301.46,71.84,No,0.0,356.0,7.0,App,0
12422.0,F,Santander,24.0,Empleado,16.0,Económica,3181.34,248.37,No,0.0,1677.0,4.0,App,0
12423.0,M,Córdoba,21.0,Estudiante,4.0,Ejecutiva,1989.74,221.27,No,0.0,432.0,32.0,Web,0
12424.0,F,Buenos Aires,42.0,Empleado,2.0,Económica,416.18,77.35,No,0.0,1311.0,30.0,Agencia,0
12426.0,M,Entre Ríos,42.0,Empleado,8.0,Económica,2711.34,556.89,No,0.0,1603.0,28.0,Web,0
12427.0,F,Atlántico,28.0,Abogado,7.0,Ejecutiva,3771.35,838.6,No,0.0,14401.0,19.0,App,0
12428.0,M,Mendoza,18.0,Estudiante,1.0,Económica,296.19,61.17,No,0.0,534.0,66.0,App,0
12429.0,M,Misiones,21.0,Otro,18.0,Económica,3035.2,151.52,No,0.0,1940.0,36.0,App,0
12431.0,F,Mendoza,54.0,Empleado,24.0,Económica,7979.56,1441.2,No,0.0,2384.0,0.0,Web,0
12432.0,M,Misiones,46.0,Comerciante,15.0,Económica,4083.08,340.07,No,0.0,1835.0,36.0,Web,0
12433.0,M,São Paulo,34.0,Profesional independiente,17.0,Económica,5560.86,310.49,No,0.0,1688.0,5.0,App,0
12434.0,F,Buenos Aires,42.0,Profesional independiente,8.0,Ejecutiva,3506.63,665.02,No,0.0,6985.0,4.0,Agencia,0
12435.0,F,Santander,40.0,Empresario,30.0,Económica,6968.52,824.63,No,0.0,10328.0,11.0,Web,0
12436.0,M,Buenos Aires,38.0,Abogado,8.0,Ejecutiva,3108.33,621.44,No,0.0,5797.0,31.0,Agencia,0
12437.0,F,Santander,28.0,Profesional independiente,8.0,Ejecutiva,2703.97,328.42,No,0.0,4489.0,6.0,App,0
12439.0,F,Pernambuco,32.0,Comerciante,18.0,Ejecutiva,5040.4,1063.33,No,0.0,5812.0,5.0,App,0
12440.0,M,Chaco,34.0,Docente,16.0,Económica,3740.85,676.91,No,0.0,1361.0,4.0,App,0
12442.0,M,Pernambuco,36.0,Arquitecto,16.0,Económica,3823.8,296.23,No,0.0,6554.0,4.0,Web,0
12443.0,M,Entre Ríos,26.0,Médico,10.0,Económica,3019.62,742.22,No,0.0,3675.0,21.0,Agencia,0
12444.0,F,Paraná,28.0,Profesional independiente,4.0,Ejecutiva,2299.64,513.1,No,0.0,3900.0,9.0,App,0
12446.0,F,Misiones,56.0,Abogado,2.0,Ejecutiva,1056.62,81.45,No,0.0,9256.0,42.0,Agencia,0
12447.0,F,Salta,64.0,Comerciante,22.0,Económica,6308.95,853.12,No,0.0,3368.0,38.0,Web,0
12448.0,F,Valle del Cauca,48.0,Arquitecto,21.0,Económica,4521.47,745.87,No,0.0,4749.0,0.0,Agencia,0
12449.0,F,Los Santos,45.0,Ingeniero,4.0,Económica,524.74,104.66,No,0.0,4652.0,19.0,Web,0
12450.0,M,Pernambuco,45.0,Ejecutivo,50.0,Ejecutiva,22400.29,5161.78,No,0.0,4194.0,0.0,Agencia,1
12451.0,M,Misiones,47.0,Ingeniero,7.0,Económica,810.62,58.56,No,0.0,5135.0,21.0,Agencia,0
12452.0,F,Bolívar,38.0,Docente,4.0,Económica,517.06,112.7,No,0.0,819.0,5.0,Agencia,0
12453.0,M,Salta,49.0,Abogado,19.0,Económica,4418.01,201.85,No,0.0,3431.0,24.0,Aeropuerto,0
12455.0,M,Tolima,36.0,Abogado,19.0,Ejecutiva,12889.73,959.29,No,0.0,2949.0,24.0,Web,0
12456.0,F,Chaco,49.0,Otro,6.0,Económica,1796.99,302.05,No,0.0,2051.0,12.0,Web,0
12457.0,M,Salta,52.0,Ejecutivo,28.0,Económica,8600.82,756.51,No,0.0,7348.0,12.0,App,0
12459.0,F,Nariño,57.0,Ingeniero,14.0,Económica,3162.15,281.89,No,0.0,2040.0,54.0,Agencia,0
12460.0,M,Salta,48.0,Empleado,23.0,Económica,4570.14,879.39,No,0.0,1930.0,6.0,Agencia,0
12461.0,F,Herrera,28.0,Empleado,22.0,Económica,3476.61,232.67,No,0.0,2257.0,0.0,App,0
12464.0,M,Panamá,18.0,Estudiante,1.0,Económica,220.62,39.31,No,0.0,340.0,16.0,App,0
12465.0,M,Bolívar,37.0,Comerciante,8.0,Económica,1405.05,218.07,No,0.0,2363.0,30.0,App,0
12466.0,M,Colón,48.0,Otro,1.0,Económica,98.54,4.94,No,0.0,903.0,59.0,App,0
12467.0,M,Valle del Cauca,39.0,Empresario,15.0,Económica,4978.89,207.77,No,0.0,2951.0,4.0,Web,0
12468.0,F,CABA,22.0,Estudiante,6.0,Económica,1469.07,275.46,No,0.0,415.0,18.0,App,0
12469.0,F,Salta,31.0,Docente,2.0,Económica,436.39,76.15,No,0.0,1502.0,57.0,Aeropuerto,0
12470.0,F,Rio Grande do Sul,53.0,Profesional independiente,8.0,Económica,939.47,103.87,No,0.0,1041.0,27.0,Web,0
12471.0,F,Atlántico,55.0,Ingeniero,20.0,Ejecutiva,10795.69,1728.52,No,0.0,1658.0,25.0,Web,0
12472.0,M,Los Santos,18.0,Empleado,22.0,Económica,2694.47,615.56,No,0.0,2097.0,34.0,App,0
12474.0,M,Santa Fe,20.0,Estudiante,5.0,Ejecutiva,2490.24,127.2,No,0.0,351.0,59.0,Agencia,0
12475.0,M,Valle del Cauca,39.0,Docente,7.0,Económica,2383.57,426.22,No,0.0,1183.0,4.0,App,0
12476.0,M,Misiones,25.0,Otro,13.0,Económica,2821.24,409.23,No,0.0,852.0,12.0,App,0
12477.0,F,CABA,39.0,Comerciante,8.0,Ejecutiva,4863.4,979.64,No,0.0,4765.0,9.0,Agencia,0
12478.0,M,Mendoza,26.0,Ejecutivo,70.0,Primera clase,145006.74,25279.54,No,0.0,8905.0,17.0,Web,1
12479.0,F,Chiriquí,48.0,Docente,4.0,Económica,1282.52,274.47,No,0.0,1506.0,17.0,Web,0
12480.0,M,Rio de Janeiro,30.0,Docente,19.0,Económica,1616.22,153.25,No,0.0,1270.0,5.0,App,0
12481.0,F,Santa Fe,28.0,Empleado,3.0,Económica,613.38,75.66,No,0.0,1367.0,33.0,App,0
12482.0,M,Salta,26.0,Médico,11.0,Ejecutiva,3540.81,601.22,No,0.0,5021.0,35.0,App,0
12483.0,M,Herrera,21.0,Otro,9.0,Económica,3289.62,585.93,No,0.0,2044.0,8.0,App,0
12484.0,M,Chaco,21.0,Estudiante,2.0,Económica,499.69,106.38,No,0.0,300.0,51.0,App,0
12486.0,M,Rio de Janeiro,35.0,Empleado,19.0,Económica,5355.94,816.52,No,0.0,1292.0,8.0,Agencia,0
12490.0,M,Rio de Janeiro,52.0,Empleado,7.0,Económica,859.35,177.19,No,0.0,973.0,10.0,App,0
12491.0,F,CABA,19.0,Estudiante,7.0,Económica,1307.22,197.64,No,0.0,582.0,11.0,Agencia,0
12492.0,F,Chaco,54.0,Docente,6.0,Económica,607.55,37.67,No,0.0,2038.0,10.0,Web,0
12493.0,F,Chaco,40.0,Comerciante,4.0,Económica,654.45,63.92,No,0.0,2581.0,10.0,Web,0
12494.0,F,Chiriquí,45.0,Empleado,21.0,Económica,5705.84,972.36,No,0.0,939.0,13.0,Web,0
12495.0,M,Herrera,61.0,Profesional independiente,9.0,Económica,2386.34,111.56,No,0.0,1662.0,58.0,Web,0
12497.0,M,Colón,18.0,Estudiante,7.0,Económica,2136.61,409.53,No,0.0,424.0,3.0,App,0
12498.0,F,Atlántico,35.0,Profesional independiente,2.0,Económica,674.6,110.24,No,0.0,2398.0,17.0,App,0
12499.0,F,CABA,43.0,Ingeniero,15.0,Económica,2929.16,594.06,No,0.0,2076.0,33.0,Web,0
12500.0,F,Bahia,40.0,Ejecutivo,20.0,Ejecutiva,12388.71,721.09,No,0.0,3661.0,5.0,App,0
12501.0,F,Herrera,36.0,Profesional independiente,2.0,Económica,209.9,38.31,No,0.0,2044.0,5.0,App,0
12502.0,M,Salta,18.0,Estudiante,2.0,Económica,601.27,75.5,No,0.0,300.0,12.0,Web,0
12504.0,M,Los Santos,26.0,Ingeniero,1.0,Económica,326.66,81.3,No,0.0,3879.0,47.0,Web,0
12506.0,M,Valle del Cauca,36.0,Otro,22.0,Ejecutiva,11377.74,728.13,No,0.0,1360.0,14.0,Web,0
12507.0,M,Mendoza,35.0,Profesional independiente,1.0,Ejecutiva,456.58,110.97,No,0.0,1967.0,34.0,Web,0
12509.0,F,Mendoza,21.0,Empleado,12.0,Económica,3486.04,169.41,No,0.0,1243.0,14.0,App,0
12510.0,M,Misiones,31.0,Arquitecto,8.0,Ejecutiva,3668.01,522.99,No,0.0,3517.0,3.0,App,0
12512.0,M,Mendoza,32.0,Abogado,18.0,Económica,1534.75,377.64,No,0.0,3646.0,4.0,Web,0
12513.0,F,Buenos Aires,42.0,Otro,3.0,Económica,764.8,164.36,No,0.0,1935.0,17.0,App,0
12514.0,F,Salta,37.0,Docente,11.0,Económica,2077.24,153.09,No,0.0,1085.0,8.0,Agencia,0
12515.0,F,Tucumán,47.0,Docente,22.0,Económica,6891.28,1604.21,No,0.0,1172.0,7.0,Aeropuerto,0
12516.0,F,Santa Fe,47.0,Contador,12.0,Económica,3579.29,196.89,No,0.0,2776.0,39.0,Web,0
12517.0,F,Tucumán,30.0,Comerciante,24.0,Económica,6604.02,471.18,No,0.0,3761.0,9.0,Web,0
12518.0,M,Panamá,36.0,Empleado,7.0,Económica,1828.74,396.79,No,0.0,1530.0,6.0,App,0
12519.0,M,Veraguas,23.0,Estudiante,5.0,Económica,1788.45,213.12,No,0.0,353.0,31.0,App,0
12520.0,F,Chaco,40.0,Empleado,14.0,Económica,1703.81,166.58,No,0.0,879.0,23.0,Web,0
12521.0,F,Colón,28.0,Comerciante,3.0,Económica,635.63,89.9,No,0.0,2466.0,1.0,Web,0
12524.0,F,Valle del Cauca,18.0,Estudiante,7.0,Económica,2130.43,257.82,No,0.0,355.0,3.0,Web,0
12526.0,M,Pernambuco,45.0,Empleado,22.0,Ejecutiva,17542.89,1568.89,No,0.0,1301.0,23.0,Web,0
12527.0,M,Cundinamarca,53.0,Comerciante,13.0,Primera clase,30198.21,5562.86,No,0.0,3858.0,61.0,Web,0
12531.0,M,Chaco,33.0,Profesional independiente,20.0,Económica,6049.24,705.45,No,0.0,998.0,18.0,App,0
12532.0,F,Buenos Aires,26.0,Ejecutivo,31.0,Ejecutiva,21882.55,3491.42,No,0.0,3788.0,12.0,Web,0
12533.0,F,Tolima,34.0,Docente,22.0,Económica,8112.69,1394.07,No,0.0,1052.0,7.0,Agencia,0
12534.0,M,Rio Grande do Sul,38.0,Empresario,10.0,Económica,1300.91,64.72,No,0.0,5224.0,1.0,Web,0
12535.0,F,Salta,18.0,Estudiante,6.0,Económica,1891.66,197.79,No,0.0,481.0,91.0,App,0
12536.0,M,Salta,56.0,Profesional independiente,16.0,Económica,3845.19,849.52,No,0.0,2490.0,47.0,App,0
12537.0,M,Santa Fe,36.0,Ingeniero,10.0,Económica,3582.64,190.55,No,0.0,5654.0,5.0,Web,0
12538.0,M,Veraguas,37.0,Médico,21.0,Económica,3807.94,534.86,No,0.0,3342.0,5.0,Web,0
12539.0,F,Los Santos,30.0,Arquitecto,20.0,Económica,5813.02,1244.14,No,0.0,931.0,12.0,Aeropuerto,0
12540.0,M,Mendoza,35.0,Empleado,14.0,Económica,1522.31,282.29,No,0.0,1478.0,19.0,Agencia,0
12541.0,F,Bahia,23.0,Estudiante,3.0,Económica,916.51,52.19,No,0.0,338.0,39.0,App,0
12545.0,M,Buenos Aires,38.0,Profesional independiente,9.0,Económica,2937.8,562.94,No,0.0,1276.0,40.0,App,0
12546.0,F,Salta,32.0,Abogado,18.0,Económica,2828.48,674.98,No,0.0,3477.0,68.0,Web,0
12547.0,M,Tucumán,22.0,Estudiante,4.0,Económica,974.13,49.75,No,0.0,558.0,83.0,App,0
12550.0,F,Chaco,33.0,Otro,2.0,Económica,362.46,41.17,No,0.0,1501.0,28.0,Web,0
12551.0,F,Panamá,44.0,Arquitecto,22.0,Ejecutiva,16380.9,1979.96,No,0.0,6085.0,0.0,Web,0
12553.0,F,Chiriquí,47.0,Ejecutivo,31.0,Económica,2342.97,346.35,No,0.0,5416.0,4.0,Web,0
12554.0,F,São Paulo,30.0,Docente,7.0,Ejecutiva,5230.37,367.11,No,0.0,1227.0,54.0,Web,0
12555.0,F,Córdoba,40.0,Profesional independiente,11.0,Económica,3197.49,720.85,No,0.0,2140.0,1.0,Agencia,0
12556.0,M,Atlántico,55.0,Ingeniero,9.0,Económica,2892.45,709.71,No,0.0,3249.0,31.0,Agencia,0
12558.0,F,Chaco,24.0,Profesional independiente,4.0,Económica,1188.7,252.09,No,0.0,1951.0,11.0,Web,0
12559.0,F,Chiriquí,40.0,Docente,2.0,Económica,170.06,20.39,No,0.0,962.0,16.0,Web,0
12560.0,F,Nariño,34.0,Ejecutivo,59.0,Económica,14351.83,3099.02,No,0.0,6231.0,11.0,Web,1
12561.0,F,Salta,38.0,Docente,14.0,Económica,3139.39,172.21,No,0.0,1324.0,1.0,App,0
12562.0,M,Chaco,45.0,Ingeniero,6.0,Económica,1990.69,411.82,No,0.0,2633.0,12.0,App,0
12563.0,F,Misiones,42.0,Docente,12.0,Económica,2900.87,370.66,No,0.0,1978.0,32.0,App,0
12565.0,M,Buenos Aires,31.0,Empleado,10.0,Económica,856.96,137.01,No,0.0,1704.0,9.0,App,0
12566.0,F,Panamá,47.0,Abogado,21.0,Ejecutiva,7516.58,735.56,No,0.0,4016.0,5.0,Agencia,0
12567.0,F,Buenos Aires,38.0,Comerciante,10.0,Económica,1050.93,46.29,No,0.0,1962.0,6.0,Web,0
12568.0,M,Veraguas,39.0,Profesional independiente,10.0,Económica,2688.97,477.83,No,0.0,4542.0,39.0,App,0
12569.0,F,Buenos Aires,36.0,Docente,21.0,Económica,7299.5,627.96,No,0.0,1913.0,24.0,Web,0
12571.0,M,Bolívar,32.0,Empleado,10.0,Económica,1494.55,220.45,No,0.0,1779.0,27.0,App,0
12572.0,F,Veraguas,18.0,Empleado,18.0,Ejecutiva,8747.78,1923.31,No,0.0,1378.0,14.0,Web,0
12573.0,M,Bahia,44.0,Empresario,17.0,Económica,5576.61,1378.27,No,0.0,2495.0,1.0,Agencia,0
12574.0,F,Mendoza,54.0,Otro,7.0,Económica,1984.6,118.01,No,0.0,1506.0,17.0,Web,0
12575.0,F,Santander,48.0,Empleado,24.0,Económica,2885.47,531.54,No,0.0,1278.0,15.0,Web,0
12576.0,M,Herrera,39.0,Empleado,11.0,Económica,3107.73,408.13,No,0.0,634.0,39.0,App,0
12577.0,M,CABA,43.0,Empleado,16.0,Económica,2356.6,300.39,No,0.0,822.0,7.0,Web,0
12578.0,M,Colón,43.0,Arquitecto,20.0,Ejecutiva,14705.06,1978.21,No,0.0,4383.0,31.0,App,0
12580.0,M,Veraguas,26.0,Empleado,24.0,Económica,2767.53,680.13,No,0.0,841.0,13.0,App,0
12581.0,F,Atlántico,49.0,Docente,11.0,Económica,995.61,104.54,No,0.0,1669.0,12.0,App,0
12582.0,M,Buenos Aires,48.0,Deportista,54.0,Económica,5029.06,754.49,No,0.0,1460.0,31.0,Web,0
12583.0,F,Tucumán,29.0,Ejecutivo,68.0,Primera clase,138729.06,26400.89,No,0.0,5399.0,8.0,App,1
12585.0,M,Misiones,18.0,Estudiante,3.0,Económica,685.89,28.64,No,0.0,486.0,33.0,App,0
12588.0,F,Tucumán,31.0,Empresario,12.0,Económica,3855.41,850.46,No,0.0,2080.0,15.0,Aeropuerto,0
12590.0,M,Santander,46.0,Contador,13.0,Económica,2259.95,402.98,No,0.0,5430.0,33.0,App,0
12591.0,M,São Paulo,43.0,Ejecutivo,77.0,Ejecutiva,46157.74,6782.91,No,0.0,9645.0,27.0,Aeropuerto,1
12592.0,F,Los Santos,20.0,Otro,15.0,Económica,2759.62,335.73,No,0.0,1637.0,2.0,Web,0
12593.0,F,Los Santos,40.0,Profesional independiente,6.0,Económica,1123.07,110.43,No,0.0,3161.0,33.0,Aeropuerto,0
12594.0,F,Atlántico,32.0,Docente,13.0,Económica,3942.75,701.01,No,0.0,2156.0,12.0,App,0
12595.0,F,Rio de Janeiro,39.0,Empleado,8.0,Económica,2632.32,556.69,No,0.0,1004.0,1.0,App,0
12596.0,M,Tucumán,41.0,Otro,10.0,Ejecutiva,4952.47,485.56,No,0.0,814.0,54.0,App,0
12597.0,M,Rio Grande do Sul,43.0,Empleado,3.0,Económica,584.64,67.26,No,0.0,1026.0,3.0,Aeropuerto,0
12599.0,M,Tucumán,43.0,Docente,18.0,Económica,4217.0,339.0,No,0.0,1873.0,51.0,Web,0
12600.0,M,Mendoza,49.0,Empleado,16.0,Económica,1815.46,229.24,No,0.0,1925.0,20.0,App,0
12601.0,F,Rio de Janeiro,45.0,Docente,18.0,Económica,4074.64,658.88,No,0.0,937.0,49.0,App,0
12603.0,M,Salta,51.0,Ingeniero,14.0,Económica,2601.39,157.65,No,0.0,2065.0,4.0,Web,0
12604.0,M,Rio Grande do Sul,40.0,Empleado,15.0,Económica,3196.26,632.89,No,0.0,1252.0,87.0,Web,0
12605.0,F,Rio de Janeiro,49.0,Otro,21.0,Económica,4783.89,758.48,No,0.0,1225.0,17.0,Web,0
12606.0,M,Chaco,42.0,Ejecutivo,59.0,Ejecutiva,24005.39,3532.11,No,0.0,6680.0,15.0,Web,1
12607.0,M,Santa Fe,43.0,Empleado,24.0,Ejecutiva,15368.82,3481.16,No,0.0,4510.0,29.0,Web,0
12608.0,M,Chaco,43.0,Comerciante,9.0,Económica,2398.63,523.66,No,0.0,2924.0,13.0,Web,0
12609.0,M,Bolívar,24.0,Otro,19.0,Económica,3986.92,309.48,No,0.0,1137.0,68.0,Agencia,0
12612.0,M,Bolívar,54.0,Arquitecto,24.0,Económica,4505.89,696.76,No,0.0,1404.0,2.0,Aeropuerto,0
12613.0,M,CABA,72.0,Jubilado,4.0,Económica,965.77,63.91,No,0.0,498.0,70.0,Agencia,0
12614.0,M,Córdoba,22.0,Estudiante,6.0,Ejecutiva,4593.19,570.71,No,0.0,395.0,11.0,Web,0
12615.0,M,Santander,41.0,Otro,22.0,Económica,5354.73,546.26,No,0.0,1520.0,0.0,Web,0
12616.0,F,Pernambuco,23.0,Estudiante,2.0,Económica,342.21,28.45,No,0.0,300.0,29.0,Aeropuerto,0
12617.0,M,Tolima,18.0,Empleado,21.0,Económica,6252.23,760.56,No,0.0,1906.0,17.0,App,0
12619.0,F,Paraná,19.0,Otro,17.0,Ejecutiva,14063.82,2408.31,No,0.0,790.0,62.0,App,0
12623.0,No binario,Santa Fe,33.0,Médico,11.0,Ejecutiva,9675.01,778.46,No,0.0,3754.0,30.0,App,0
12624.0,F,CABA,54.0,Empleado,8.0,Económica,1142.09,139.74,No,0.0,2711.0,14.0,App,0
12626.0,M,Misiones,18.0,Empleado,2.0,Económica,598.52,120.33,No,0.0,747.0,28.0,App,0
12628.0,F,Tolima,32.0,Empleado,1.0,Económica,193.03,27.04,No,0.0,2127.0,31.0,Web,0
12629.0,F,Misiones,38.0,Empleado,17.0,Económica,3173.96,408.64,No,0.0,1802.0,9.0,App,0
12630.0,F,Buenos Aires,37.0,Profesional independiente,10.0,Económica,1130.1,59.72,No,0.0,3419.0,7.0,Web,0
12631.0,M,Veraguas,77.0,Comerciante,1.0,Ejecutiva,484.03,89.24,No,0.0,1600.0,28.0,Aeropuerto,0
12632.0,M,Veraguas,24.0,Profesional independiente,3.0,Ejecutiva,2016.03,197.16,No,0.0,1636.0,11.0,App,0
12635.0,M,Misiones,58.0,Ingeniero,14.0,Primera clase,10477.53,2235.75,No,0.0,3960.0,4.0,Agencia,0
12636.0,F,Atlántico,70.0,Empleado,14.0,Económica,1965.31,456.35,No,0.0,2669.0,8.0,Agencia,0
12637.0,M,Pernambuco,36.0,Contador,6.0,Económica,987.28,120.21,No,0.0,2250.0,11.0,Web,0
12638.0,M,Entre Ríos,58.0,Docente,10.0,Económica,1280.89,225.37,No,0.0,1314.0,8.0,Agencia,0
12639.0,F,Entre Ríos,18.0,Otro,18.0,Económica,1516.09,204.25,No,0.0,1423.0,9.0,Web,0
12640.0,F,Mendoza,36.0,Empresario,47.0,Ejecutiva,25359.33,5790.64,No,0.0,14361.0,2.0,Agencia,1
12641.0,M,Córdoba,24.0,Comerciante,14.0,Económica,1997.17,288.73,No,0.0,2222.0,42.0,App,0
12642.0,F,CABA,55.0,Profesional independiente,14.0,Económica,4197.89,221.92,No,0.0,1819.0,26.0,Agencia,0
12643.0,M,Entre Ríos,42.0,Comerciante,1.0,Económica,312.26,47.37,No,0.0,2395.0,21.0,App,0
12645.0,M,Cundinamarca,18.0,Estudiante,4.0,Económica,1349.6,171.79,No,0.0,417.0,4.0,App,0
12646.0,F,Antioquia,56.0,Ingeniero,15.0,Ejecutiva,8138.22,633.86,No,0.0,4312.0,39.0,Agencia,0
12648.0,F,Salta,43.0,Contador,19.0,Económica,6276.67,489.49,No,0.0,2002.0,9.0,Agencia,0
12649.0,F,Valle del Cauca,32.0,Ingeniero,22.0,Económica,3782.71,815.57,No,0.0,3936.0,6.0,Web,0
12650.0,F,Santa Fe,31.0,Contador,15.0,Económica,1835.64,244.06,No,0.0,2565.0,63.0,Web,0
12651.0,M,São Paulo,51.0,Contador,4.0,Económica,564.66,60.96,No,0.0,2333.0,1.0,Web,0
12652.0,M,Valle del Cauca,22.0,Estudiante,4.0,Económica,461.76,94.29,No,0.0,300.0,10.0,Web,0
12653.0,F,Panamá,47.0,Empleado,20.0,Económica,5452.6,526.77,No,0.0,828.0,80.0,Agencia,0
12654.0,M,Santander,41.0,Contador,11.0,Económica,1891.69,446.64,No,0.0,2332.0,53.0,App,0
12655.0,F,Chaco,33.0,Profesional independiente,13.0,Ejecutiva,8611.27,701.88,No,0.0,7339.0,15.0,Aeropuerto,0
12657.0,F,Cundinamarca,62.0,Arquitecto,11.0,Ejecutiva,6530.2,1129.84,No,0.0,5721.0,21.0,App,0
12658.0,F,Buenos Aires,24.0,Otro,21.0,Ejecutiva,6240.03,1091.98,No,0.0,1984.0,10.0,Agencia,0
12659.0,M,Córdoba,45.0,Empleado,10.0,Económica,1623.72,309.23,No,0.0,1775.0,14.0,Web,0
12660.0,M,Bolívar,27.0,Empleado,5.0,Económica,575.43,37.48,No,0.0,1288.0,37.0,Web,0
12661.0,M,Tucumán,41.0,Docente,18.0,Económica,6003.34,1075.22,No,0.0,747.0,25.0,Web,0
12662.0,F,Tolima,38.0,Empleado,13.0,Económica,2951.29,276.51,No,0.0,2306.0,22.0,Web,0
