id_cliente,sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,gasto_acumulado_extra,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra
5532,M,Misiones,50,Deportista,81,Ejecutiva,17897.72,2329.51,Sí,97044,7423,7,Web
5536,M,Santander,49,Ejecutivo,72,Ejecutiva,24288.17,1459.95,Sí,77544,2797,13,Web
5540,F,Rio Grande do Sul,43,Empresario,29,Ejecutiva,15150.3,2654.52,Sí,40369,9794,0,App
5600,F,Mendoza,58,Ejecutivo,59,Ejecutiva,42956.26,5811.16,No,0,8339,25,Agencia
5616,M,Tucumán,42,Médico,17,Primera clase,27637.76,5560.44,No,0,4094,1,App
5618,F,Salta,40,Deportista,80,Ejecutiva,54506.93,8181.99,Sí,182439,4690,23,Agencia
5624,No binario,CABA,25,Profesional independiente,15,Primera clase,32328.27,5006.26,Sí,65752,5563,36,App
5635,F,São Paulo,28,Ejecutivo,68,Ejecutiva,22389.14,1554.81,Sí,118086,7688,9,Web
5636,M,Bolívar,34,Empresario,56,Ejecutiva,31679.58,6135.17,No,0,9705,18,App
5663,M,CABA,46,Ejecutivo,29,Primera clase,56950.86,11350.92,No,0,8057,4,App
5716,M,Córdoba,35,Médico,13,Ejecutiva,9097.04,873.71,No,0,14613,33,App
5725,F,CABA,27,Ejecutivo,67,Económica,12698.03,914.85,Sí,59296,2315,4,App
5726,M,CABA,44,Ejecutivo,67,Ejecutiva,52898.39,10055.59,Sí,134893,5598,4,Agencia
5748,M,Tucumán,49,Deportista,83,Ejecutiva,54327.36,4967.44,Sí,127363,8222,5,App
5776,M,Entre Ríos,52,Ejecutivo,47,Ejecutiva,30767.85,1872.49,Sí,77634,3503,4,Web
5782,F,Entre Ríos,36,Deportista,62,Ejecutiva,35665.58,1994.4,Sí,107112,12903,3,App
5784,F,Bolívar,45,Empresario,59,Ejecutiva,27980.59,3516.58,No,0,5242,2,Web
5795,F,CABA,33,Ejecutivo,72,Económica,26937.53,3561.63,Sí,55738,4092,17,Web
5804,M,Chaco,54,Ejecutivo,66,Económica,8843.58,1606.91,Sí,45429,6020,24,Aeropuerto
5809,F,Cundinamarca,53,Ejecutivo,64,Económica,11490.37,2011.3,Sí,39565,4199,5,App
5813,M,Mendoza,46,Empresario,21,Primera clase,26111.11,2375.58,Sí,67300,18438,6,Web
5827,M,CABA,34,Ejecutivo,44,Primera clase,101614.7,20295.1,Sí,137789,4441,7,Web
5838,M,Chiriquí,39,Deportista,46,Ejecutiva,21316.38,3417.84,No,0,10648,4,App
5844,F,Los Santos,25,Empresario,20,Ejecutiva,9381.4,1781.48,No,0,14738,109,Agencia
5847,M,Atlántico,45,Abogado,21,Primera clase,44481.82,9538.26,No,0,7636,60,App
5851,F,Rio Grande do Sul,48,Ejecutivo,31,Económica,6912.84,1528.65,No,0,8623,5,Web
5858,F,Salta,48,Ejecutivo,23,Ejecutiva,10491.94,482.51,No,0,10386,13,Agencia
5860,M,Panamá,27,Empresario,26,Económica,3287.2,308.65,No,0,16476,5,App
5871,M,Minas Gerais,34,Empresario,13,Ejecutiva,7966.85,426.58,Sí,13132,18913,56,Web
5876,F,Entre Ríos,35,Ejecutivo,76,Ejecutiva,30392.94,7471.14,Sí,149056,4296,3,App
5881,M,Bolívar,41,Empresario,43,Ejecutiva,24161.26,4752.58,Sí,69063,7516,14,App
5882,M,Rio Grande do Sul,27,Médico,11,Económica,907.24,128.37,No,0,8915,17,App
5888,F,Herrera,41,Ingeniero,17,Ejecutiva,9704.09,2319.01,Sí,44729,6523,0,Agencia
5895,F,Chaco,36,Deportista,53,Económica,6080.2,827.71,No,0,24198,7,Agencia
5902,M,Entre Ríos,26,Deportista,92,Económica,28110.62,5632.98,Sí,75010,2052,16,App
5911,F,Paraná,30,Deportista,47,Económica,11992.27,1813.15,No,0,12685,0,Agencia
5917,M,Antioquia,36,Ejecutivo,47,Ejecutiva,35091.95,6988.01,Sí,83588,5166,23,App
5924,F,Minas Gerais,42,Médico,6,Económica,2207.7,308.66,Sí,3007,14340,11,App
5930,F,Antioquia,47,Deportista,67,Primera clase,70446.56,14594.67,No,0,7308,12,Web
5938,M,Chiriquí,58,Empresario,56,Ejecutiva,29279.57,3758.35,No,0,8217,13,Aeropuerto
5941,M,Córdoba,47,Deportista,99,Económica,29518.33,3150.58,No,0,5782,8,App
5963,M,Córdoba,36,Deportista,92,Primera clase,97620.97,4391.49,No,0,4099,13,Web
5964,No binario,Chaco,48,Médico,20,Ejecutiva,10486.38,739.76,No,0,8394,16,Agencia
5995,M,Pernambuco,49,Abogado,14,Ejecutiva,7828.97,1078.41,No,0,10488,65,Web
5997,F,Paraná,58,Ejecutivo,57,Ejecutiva,27831.36,3630.19,No,0,7643,13,Agencia
6011,F,Atlántico,55,Contador,23,Ejecutiva,8502.68,980.59,Sí,39600,4551,14,Aeropuerto
6016,M,Entre Ríos,39,Empresario,36,Ejecutiva,11177.9,1958.53,Sí,65887,8852,3,App
6018,F,Salta,25,Empresario,23,Primera clase,53925.89,3837.88,No,0,9002,109,App
6020,F,Mendoza,37,Empresario,15,Ejecutiva,7052.43,1709.59,No,0,13216,24,App
6031,F,Valle del Cauca,34,Ejecutivo,41,Ejecutiva,22492.73,5279.9,Sí,42357,9679,14,Web
6035,M,Antioquia,39,Empresario,58,Ejecutiva,26678.6,2801.16,No,0,9462,2,Web
6040,M,Salta,26,Empresario,59,Ejecutiva,21903.76,1503.84,Sí,121051,5210,24,Web
6041,F,São Paulo,35,Empresario,47,Ejecutiva,16414.67,2458.9,Sí,39106,2047,73,Web
6051,M,Chaco,36,Ejecutivo,49,Económica,7723.84,1532.77,Sí,40338,6828,6,Agencia
6052,M,Chaco,27,Empresario,29,Primera clase,57725.48,4403.72,No,0,8107,8,Web
6059,F,Valle del Cauca,48,Ejecutivo,58,Ejecutiva,29765.05,4302.55,Sí,111047,4743,5,Web
6072,F,Tucumán,47,Médico,24,Primera clase,26407.77,1941.17,No,0,8254,8,Agencia
6074,M,Santa Fe,39,Docente,17,Ejecutiva,8352.82,1881.21,Sí,41560,1371,21,Web
6083,M,Santa Fe,31,Ejecutivo,68,Económica,18214.59,863.76,No,0,12086,10,Agencia
6089,F,Bolívar,36,Empresario,21,Ejecutiva,11248.01,1508.89,Sí,41066,13480,10,Web
6105,F,Misiones,55,Ejecutivo,71,Económica,21397.07,5027.69,Sí,49056,2789,4,App
6119,F,Minas Gerais,47,Ejecutivo,73,Económica,26546.29,2155.5,Sí,41991,5646,5,App
6120,F,Salta,26,Ejecutivo,36,Primera clase,27320.68,1650.06,Sí,189951,4483,5,Web
6129,F,Santander,29,Ejecutivo,34,Ejecutiva,11520.28,1629.56,Sí,46815,4054,10,Web
6133,F,Minas Gerais,53,Empresario,12,Ejecutiva,6115.18,1515.05,No,0,12303,3,Agencia
6134,F,Entre Ríos,49,Empresario,31,Ejecutiva,17896.64,1941.73,Sí,50917,5987,13,Agencia
6143,M,Tolima,32,Médico,11,Ejecutiva,4882.27,563.15,No,0,9269,15,Agencia
6147,F,Colón,32,Empresario,40,Ejecutiva,23957.94,3201.44,Sí,41074,6442,106,App
6156,F,Nariño,48,Empresario,57,Ejecutiva,16779.55,1745.13,Sí,56332,6199,0,Web
6171,M,Santa Fe,28,Deportista,99,Ejecutiva,52258.18,5568.38,No,0,7808,33,App
6182,F,Chiriquí,35,Empresario,58,Primera clase,122155.78,5907.24,Sí,187896,7688,35,Web
6213,F,Rio de Janeiro,46,Ingeniero,20,Ejecutiva,7795.22,1649.47,Sí,42054,5252,18,Web
6229,M,Cundinamarca,46,Ejecutivo,69,Económica,7502.84,1100.1,Sí,58390,3657,2,App
6237,F,Mendoza,30,Médico,15,Económica,1625.59,365.28,No,0,11500,27,Web
6240,F,CABA,57,Médico,26,Ejecutiva,15278.31,1878.93,Sí,39763,4841,7,Aeropuerto
6253,M,Chaco,34,Profesional independiente,16,Ejecutiva,11376.47,1663.66,No,0,9955,26,Agencia
6256,F,Colón,38,Ejecutivo,29,Ejecutiva,9469.04,1800.92,Sí,45947,4953,2,App
6271,M,Córdoba,45,Empresario,27,Ejecutiva,23439.25,4503.3,No,0,8771,20,Aeropuerto
6275,M,Córdoba,39,Ejecutivo,69,Económica,11275.75,1645.54,Sí,65188,3596,1,App
6277,F,Mendoza,42,Empresario,48,Primera clase,101754.11,5412.3,No,0,4503,1,Web
6284,M,Chaco,38,Empresario,51,Económica,9969.25,1324.83,Sí,45540,2844,12,Aeropuerto
6292,M,CABA,55,Empresario,42,Ejecutiva,31201.37,2510.51,Sí,37223,3814,33,Aeropuerto
6293,F,Misiones,28,Abogado,8,Primera clase,5653.96,627.06,No,0,23575,21,Web
6315,M,CABA,37,Ejecutivo,49,Ejecutiva,42500.23,5143.62,No,0,3868,4,Agencia
6317,F,São Paulo,62,Empresario,21,Ejecutiva,17560.4,3810.12,Sí,43251,8916,1,Web
6319,M,Córdoba,36,Deportista,95,Primera clase,57461.84,2829.92,Sí,429339,7718,1,Web
6333,M,Bolívar,32,Ejecutivo,15,Primera clase,16244.34,3028.58,No,0,16013,13,Agencia
6338,M,CABA,33,Empresario,20,Ejecutiva,10433.8,1097.74,Sí,45872,17897,12,App
6347,M,Antioquia,45,Empresario,51,Económica,4577.12,189.51,Sí,44047,3446,32,App
6353,M,Rio Grande do Sul,44,Médico,18,Primera clase,37951.29,8692.28,No,0,6172,12,Web
6385,F,Tucumán,37,Empresario,11,Primera clase,18610.35,2756.08,No,0,17884,4,Agencia
6400,M,Veraguas,55,Empresario,55,Primera clase,95838.72,4956.74,Sí,180178,7882,22,Agencia
6404,F,São Paulo,34,Comerciante,17,Ejecutiva,11241.72,927.86,Sí,40555,2963,60,Web
6413,M,Atlántico,51,Deportista,77,Ejecutiva,31066.95,5462.0,Sí,152987,4230,6,Aeropuerto
6423,M,Entre Ríos,54,Ejecutivo,43,Primera clase,86448.62,15248.13,No,0,8994,8,App
6440,F,Panamá,36,Deportista,36,Primera clase,79122.99,9521.8,Sí,163046,3978,13,Agencia
6443,F,Chaco,28,Empresario,40,Primera clase,111203.16,24802.56,No,0,8447,1,App
6454,M,Mendoza,24,Ejecutivo,66,Ejecutiva,25481.71,2149.13,Sí,86537,6802,1,App
6461,F,Buenos Aires,52,Ejecutivo,68,Ejecutiva,45975.81,7109.81,No,0,3944,27,App
6475,F,Santander,47,Abogado,3,Ejecutiva,2071.1,478.25,No,0,12299,2,App
6476,F,Rio de Janeiro,44,Ejecutivo,73,Económica,9252.05,878.19,Sí,78507,4733,6,Web
6493,M,Bolívar,50,Ejecutivo,41,Ejecutiva,26945.75,2656.98,Sí,49545,8407,9,Web
6504,M,Paraná,39,Ingeniero,17,Ejecutiva,13027.71,2894.4,Sí,39790,6546,37,Aeropuerto
6506,M,Tucumán,34,Ejecutivo,69,Ejecutiva,58208.0,2651.19,Sí,193165,6923,2,Agencia
6516,M,Tolima,41,Deportista,75,Ejecutiva,60520.91,8232.47,No,0,9480,65,Agencia
6530,M,Córdoba,38,Empresario,48,Ejecutiva,13956.51,2172.18,Sí,47759,3533,6,Agencia
6538,F,Entre Ríos,39,Empresario,32,Primera clase,31009.18,2455.44,Sí,57519,5371,8,Web
6540,F,Chaco,41,Médico,24,Primera clase,56752.54,6006.64,No,0,12702,2,Agencia
6582,M,Colón,35,Ejecutivo,57,Económica,12642.12,2097.61,Sí,46421,5945,7,App
6584,M,Atlántico,34,Ejecutivo,74,Ejecutiva,56268.22,12474.98,Sí,131939,6816,40,Web
6587,F,Córdoba,47,Empresario,29,Ejecutiva,15371.77,2508.78,No,0,13364,12,App
6588,M,Tucumán,38,Empresario,41,Económica,3287.55,284.36,Sí,22175,23869,117,App
6594,F,Rio de Janeiro,46,Empresario,18,Ejecutiva,12190.07,1351.51,Sí,35798,15796,38,App
6630,F,CABA,31,Empresario,45,Primera clase,77010.89,3947.21,No,0,6289,1,App
6666,M,CABA,50,Profesional independiente,22,Primera clase,41850.55,5748.23,No,0,3741,13,Agencia
6669,F,Cundinamarca,27,Ejecutivo,68,Económica,12644.69,2407.55,Sí,52068,1902,0,App
6674,M,Cundinamarca,43,Ejecutivo,32,Primera clase,45726.18,4324.3,No,0,3553,0,Web
6680,M,Santander,44,Ejecutivo,69,Ejecutiva,21495.82,3776.0,No,0,10205,6,Aeropuerto
6682,M,Valle del Cauca,40,Ejecutivo,71,Primera clase,116013.06,15819.28,Sí,167700,5238,19,App
6692,M,Rio de Janeiro,45,Ejecutivo,30,Primera clase,85186.16,10495.85,Sí,132897,9521,2,Aeropuerto
6699,F,Pernambuco,51,Deportista,67,Ejecutiva,48510.44,10021.59,No,0,29001,19,Web
6705,F,Córdoba,50,Ingeniero,1,Ejecutiva,369.66,58.87,Sí,1917,11671,38,Web
6715,F,Santander,37,Ejecutivo,77,Económica,21666.74,5256.94,Sí,47576,4434,7,Agencia
6718,F,Atlántico,34,Ejecutivo,78,Ejecutiva,36246.88,8961.98,No,0,3874,15,Aeropuerto
6740,M,Córdoba,52,Ejecutivo,79,Económica,23703.64,2196.77,Sí,47390,3673,2,Agencia
6743,F,Valle del Cauca,45,Médico,16,Primera clase,42590.6,7372.73,Sí,38434,10897,37,Web
6750,F,Santa Fe,47,Ejecutivo,71,Ejecutiva,34364.48,4395.71,No,0,6574,2,Web
6757,M,Panamá,50,Ejecutivo,53,Económica,6725.18,412.15,Sí,43907,3687,12,Web
6762,F,Chiriquí,47,Médico,29,Ejecutiva,16403.76,3740.71,Sí,59054,12564,116,App
6784,F,Chaco,40,Empresario,40,Económica,9843.18,1580.66,No,0,8548,0,App
6788,M,CABA,42,Empresario,53,Ejecutiva,27459.96,5917.74,No,0,8833,18,Web
6797,F,Paraná,41,Ejecutivo,46,Primera clase,92708.69,16759.48,No,0,6250,28,Web
6815,F,Bahia,32,Arquitecto,17,Primera clase,39478.45,2771.13,No,0,8345,0,Web
6825,M,Santa Fe,44,Ejecutivo,69,Ejecutiva,29540.19,2816.05,No,0,10398,0,App
6827,F,CABA,38,Empresario,35,Ejecutiva,25321.22,6018.89,Sí,85727,9599,0,App
6836,M,São Paulo,49,Empresario,38,Ejecutiva,15728.75,2065.07,No,0,9557,2,Agencia
6840,F,Paraná,40,Deportista,45,Económica,9498.26,805.28,Sí,42103,2090,7,Web
6862,M,Nariño,24,Ejecutivo,66,Ejecutiva,20940.23,1654.67,Sí,115887,9076,1,Web
6871,M,Misiones,48,Empresario,40,Ejecutiva,13559.67,2313.15,No,0,10950,4,Web
6879,F,Santander,31,Empresario,56,Primera clase,49200.62,7690.43,No,0,21268,23,App
6885,M,CABA,30,Ejecutivo,49,Ejecutiva,31606.12,3887.98,Sí,65096,7431,5,Web
6896,M,Paraná,56,Ejecutivo,34,Primera clase,60289.94,9858.79,No,0,11435,24,Agencia
6935,F,Paraná,38,Profesional independiente,9,Ejecutiva,2557.93,483.7,Sí,23222,13957,57,Agencia
6974,F,Panamá,34,Empresario,49,Ejecutiva,31070.22,4544.03,Sí,44219,17445,57,App
6981,M,Bolívar,50,Médico,25,Primera clase,15527.12,2643.6,No,0,8736,12,Agencia
6989,F,Mendoza,45,Deportista,63,Económica,6820.41,1286.0,No,0,15840,4,Web
6993,M,Santa Fe,39,Ejecutivo,31,Primera clase,66157.91,16103.65,No,0,7253,15,App
6998,M,Buenos Aires,48,Abogado,7,Ejecutiva,3735.35,625.82,No,0,11271,41,App
7003,M,Paraná,56,Empresario,18,Primera clase,31212.18,2987.95,No,0,5758,9,Agencia
7013,M,Tucumán,40,Empresario,59,Económica,8139.51,1848.62,No,0,15767,10,Web
7016,F,Tolima,37,Empresario,19,Ejecutiva,10988.11,1245.12,No,0,35764,16,Web
7018,F,Herrera,52,Empresario,37,Ejecutiva,11241.47,679.69,Sí,80253,11728,3,Agencia
7024,F,CABA,43,Empresario,36,Ejecutiva,14991.19,1207.62,Sí,40327,3942,12,Web
7028,F,Bolívar,37,Abogado,19,Primera clase,28994.13,1625.69,No,0,7442,68,Web
7035,F,Los Santos,36,Empresario,42,Ejecutiva,27971.88,2289.16,No,0,1797,13,Agencia
7045,F,Pernambuco,42,Ejecutivo,50,Ejecutiva,29983.32,1397.9,No,0,5495,14,App
7071,F,Tolima,35,Ejecutivo,79,Primera clase,126059.59,9135.02,Sí,340147,4659,4,App
7074,F,CABA,25,Ejecutivo,17,Ejecutiva,6638.44,759.99,No,0,8892,19,Web
7104,F,Rio de Janeiro,51,Empresario,47,Ejecutiva,26576.35,6253.01,No,0,13854,12,Web
7108,M,Buenos Aires,54,Médico,21,Primera clase,36356.79,2854.9,No,0,6374,18,Web
7113,M,Entre Ríos,49,Ejecutivo,32,Ejecutiva,15574.48,2906.74,No,0,9846,2,App
7125,F,Cundinamarca,41,Empresario,50,Ejecutiva,18161.15,1751.12,Sí,40320,13898,7,Web
7130,F,Veraguas,56,Empresario,39,Ejecutiva,25793.01,2840.34,Sí,49180,4024,16,Web
7137,M,Córdoba,54,Deportista,22,Ejecutiva,16954.55,1560.51,No,0,14395,3,App
7150,F,Bahia,18,Empleado,22,Ejecutiva,12773.41,1218.7,Sí,48851,632,7,App
7159,F,Salta,39,Médico,12,Primera clase,33171.2,4647.81,Sí,60827,7745,44,Web
7173,F,Rio Grande do Sul,32,Empresario,55,Primera clase,99014.57,8406.88,Sí,125540,9784,15,Web
7182,F,Rio Grande do Sul,33,Ingeniero,12,Primera clase,24496.96,2197.68,Sí,49626,7725,85,Web
7187,F,Herrera,39,Deportista,72,Primera clase,44515.93,6943.07,Sí,250362,15914,8,Web
7195,M,Herrera,51,Empresario,11,Primera clase,24928.46,1007.53,No,0,7178,1,Web
7207,F,Chaco,40,Empresario,19,Primera clase,34889.05,4265.35,Sí,56495,5333,8,Web
7211,F,Tolima,48,Deportista,90,Económica,26287.52,3029.02,Sí,32333,3162,24,App
7212,F,Santander,24,Médico,25,Primera clase,70708.37,12094.83,No,0,4405,7,App
7220,M,Antioquia,49,Ejecutivo,55,Ejecutiva,41805.4,8508.01,Sí,118772,3719,12,Agencia
7260,F,Tucumán,38,Empresario,36,Ejecutiva,25736.36,2715.42,No,0,7214,26,Web
7261,F,Salta,32,Deportista,75,Ejecutiva,19486.78,2053.61,Sí,161165,14468,9,App
7267,M,Entre Ríos,47,Ejecutivo,21,Primera clase,23794.72,5202.86,No,0,11952,12,Web
7280,F,Atlántico,37,Empresario,29,Primera clase,70165.97,15870.49,No,0,9746,53,Web
7284,F,Entre Ríos,44,Empresario,46,Primera clase,100650.27,6081.52,No,0,16933,1,App
7285,F,Pernambuco,36,Deportista,69,Económica,16578.03,774.89,Sí,52600,2236,2,Agencia
7288,M,Colón,52,Ejecutivo,58,Ejecutiva,19314.35,4079.37,No,0,16138,1,App
7304,F,Antioquia,52,Empresario,57,Económica,9680.2,1442.49,Sí,62020,7722,5,Web
7314,M,Tucumán,58,Abogado,10,Ejecutiva,3878.39,210.43,No,0,12352,2,Agencia
7333,F,Salta,28,Empresario,54,Primera clase,38235.87,3850.21,No,0,31096,30,Web
7336,M,São Paulo,32,Ejecutivo,29,Ejecutiva,15617.73,764.06,Sí,60258,3676,6,Aeropuerto
7340,M,Santander,27,Ejecutivo,56,Económica,7734.37,1123.47,Sí,47625,8763,37,App
7344,F,Bahia,26,Ejecutivo,34,Ejecutiva,20121.68,1193.74,No,0,11496,2,Web
7347,F,Rio Grande do Sul,46,Médico,5,Ejecutiva,2736.88,279.19,No,0,9382,12,Agencia
7349,F,Buenos Aires,44,Empresario,49,Económica,10825.95,1636.07,Sí,47888,2691,11,Web
7378,M,Tucumán,34,Ejecutivo,61,Primera clase,90847.99,6936.26,No,0,16286,16,App
7429,M,Entre Ríos,44,Deportista,96,Primera clase,125093.16,25364.85,Sí,418171,7302,2,Web
7456,M,Chiriquí,32,Empresario,29,Primera clase,41206.42,4053.37,Sí,130623,7881,25,App
7465,M,Chiriquí,29,Empresario,22,Primera clase,14819.38,2773.5,Sí,81799,11367,1,App
7468,F,Antioquia,37,Empresario,58,Ejecutiva,31502.55,2319.58,No,0,9968,9,Web
7484,F,CABA,43,Profesional independiente,10,Económica,3478.21,299.96,No,0,12142,0,Aeropuerto
7488,F,Bolívar,35,Ejecutivo,73,Ejecutiva,23486.2,2931.56,Sí,199850,6646,16,Web
7490,F,Mendoza,48,Empresario,58,Ejecutiva,24976.45,4454.16,Sí,89607,13369,6,Web
7504,M,Rio de Janeiro,44,Empresario,48,Ejecutiva,22980.78,3961.9,Sí,102066,15252,12,Web
7507,M,Mendoza,42,Ejecutivo,68,Ejecutiva,34156.94,5977.27,Sí,95269,6532,5,App
7519,F,Mendoza,38,Empresario,59,Primera clase,37793.69,5377.11,No,0,4453,71,Web
7581,M,Salta,27,Médico,25,Primera clase,47506.86,7746.01,No,0,6225,4,Web
7587,F,Misiones,47,Ejecutivo,67,Económica,16178.41,1131.76,Sí,42780,9006,3,App
7588,M,Mendoza,28,Empresario,58,Ejecutiva,22263.18,5386.58,Sí,61312,2063,21,App
7589,F,Salta,57,Abogado,17,Ejecutiva,8756.86,1601.71,Sí,41273,8455,27,Aeropuerto
7599,F,Rio de Janeiro,37,Ejecutivo,31,Ejecutiva,15467.41,1412.48,No,0,8407,5,App
7601,M,São Paulo,56,Empresario,31,Primera clase,40748.89,1697.16,No,0,7654,13,Agencia
7612,F,Tucumán,41,Ejecutivo,69,Económica,24431.32,1512.63,No,0,4406,12,Aeropuerto
7637,M,Valle del Cauca,38,Abogado,15,Primera clase,29654.9,4302.94,No,0,10598,32,Aeropuerto
7645,M,São Paulo,37,Profesional independiente,17,Ejecutiva,4644.96,819.13,Sí,42360,2260,11,Web
7660,M,Atlántico,36,Deportista,42,Ejecutiva,11154.38,907.14,Sí,54152,10590,57,Web
7669,F,Valle del Cauca,37,Médico,14,Ejecutiva,6889.77,705.78,No,0,8489,47,Web
7682,F,Rio Grande do Sul,36,Ejecutivo,75,Económica,9771.49,1688.25,No,0,16348,2,Agencia
7690,F,Buenos Aires,28,Deportista,56,Primera clase,79050.55,13514.48,No,0,14316,31,Web
7694,M,Nariño,40,Empresario,49,Ejecutiva,27602.93,3595.97,Sí,76874,18875,4,Agencia
7698,M,CABA,29,Abogado,10,Primera clase,8228.21,1538.3,No,0,16866,3,App
7702,F,Buenos Aires,37,Ingeniero,21,Primera clase,35481.59,3360.32,No,0,8152,31,Agencia
7713,F,Misiones,39,Médico,24,Ejecutiva,16305.92,2902.52,Sí,29331,11200,54,Web
7715,F,Bahia,38,Ejecutivo,42,Ejecutiva,25782.68,2399.78,No,0,4580,11,Agencia
7718,F,Cundinamarca,41,Ejecutivo,25,Ejecutiva,15545.29,789.57,No,0,10365,20,Web
7729,M,Pernambuco,44,Médico,24,Ejecutiva,17555.76,4097.27,No,0,15905,11,App
7737,F,Mendoza,44,Ejecutivo,73,Ejecutiva,25587.51,3785.41,Sí,137009,2326,3,App
7745,M,Buenos Aires,41,Ejecutivo,78,Ejecutiva,19126.9,4619.7,Sí,137889,6477,15,Aeropuerto
7754,F,Tolima,61,Empresario,33,Primera clase,31603.5,3909.49,Sí,90980,10703,19,App
7760,F,Córdoba,35,Deportista,32,Primera clase,41304.38,4599.94,No,0,5469,17,Web
7778,F,Buenos Aires,27,Ejecutivo,56,Ejecutiva,39968.17,9778.94,No,0,2784,5,App
7785,M,Chaco,44,Ejecutivo,79,Económica,16453.14,3075.33,Sí,52000,3209,9,Web
7813,F,Misiones,35,Deportista,49,Ejecutiva,15917.57,1055.77,Sí,51225,9692,6,App
7820,F,Panamá,35,Empresario,16,Primera clase,35785.3,4082.0,No,0,14794,1,Web
7822,M,Bolívar,45,Ejecutivo,18,Económica,5139.63,411.32,No,0,12060,10,Web
7828,F,Santa Fe,40,Empresario,50,Primera clase,78642.08,14770.82,Sí,136885,10014,41,App
7833,M,Mendoza,62,Médico,27,Primera clase,56369.6,11978.94,Sí,120059,10192,10,Web
7842,M,Chaco,36,Ingeniero,22,Ejecutiva,12198.74,2500.85,Sí,45741,3558,2,App
7846,F,Valle del Cauca,26,Empresario,43,Primera clase,40705.56,9092.78,No,0,20510,8,App
7856,F,Antioquia,33,Empresario,51,Ejecutiva,38304.84,7004.17,No,0,8229,2,Web
7871,F,Buenos Aires,27,Deportista,20,Ejecutiva,5468.16,260.48,No,0,11455,22,Web
7872,F,Entre Ríos,32,Contador,24,Ejecutiva,14410.16,2381.9,Sí,43474,3505,4,App
7889,F,Córdoba,46,Ejecutivo,53,Económica,11910.69,1865.22,Sí,50745,5219,5,Web
7893,F,Cundinamarca,37,Médico,6,Ejecutiva,3717.03,853.9,No,0,10490,27,Web
7894,F,CABA,25,Profesional independiente,2,Primera clase,4074.28,679.72,No,0,9156,46,App
7897,M,Minas Gerais,48,Empresario,11,Ejecutiva,6108.81,538.38,Sí,20286,25751,1,Aeropuerto
7932,F,Paraná,41,Ejecutivo,74,Ejecutiva,48599.66,8840.22,Sí,100746,5727,13,Web
7935,F,Herrera,44,Ejecutivo,64,Ejecutiva,21095.07,2817.51,Sí,107159,6743,1,Agencia
7944,F,Nariño,34,Deportista,87,Ejecutiva,65585.53,12224.69,Sí,69338,1210,16,Web
7969,F,Valle del Cauca,54,Ingeniero,20,Primera clase,44587.59,2288.67,No,0,9264,35,Agencia
8004,M,Córdoba,42,Empresario,54,Ejecutiva,35891.43,3048.0,Sí,96820,5185,4,App
8015,M,Misiones,32,Empresario,15,Ejecutiva,11384.44,2496.0,No,0,10130,7,Agencia
8032,M,Tolima,58,Empresario,49,Ejecutiva,18604.94,3340.88,Sí,43858,3776,5,Web
8033,F,Rio de Janeiro,25,Médico,13,Primera clase,27428.08,1432.42,Sí,46716,3890,15,Aeropuerto
8038,M,Santa Fe,32,Ejecutivo,66,Ejecutiva,42612.77,5648.09,No,0,4627,2,Agencia
8040,F,Buenos Aires,26,Empresario,58,Primera clase,88918.0,11459.63,No,0,12505,17,App
8046,F,Valle del Cauca,27,Médico,25,Ejecutiva,16726.37,1371.45,Sí,50187,6242,46,Web
8049,F,CABA,62,Deportista,54,Ejecutiva,29975.47,3678.63,No,0,1068,5,Web
8052,F,Chaco,30,Deportista,70,Primera clase,48345.32,10535.88,Sí,222730,25981,8,Web
8060,F,Chaco,42,Ejecutivo,15,Ejecutiva,12572.23,1385.27,No,0,8888,23,Web
8074,F,São Paulo,26,Empresario,42,Ejecutiva,18651.33,2461.55,Sí,74351,2860,6,App
8077,M,Veraguas,39,Empresario,54,Ejecutiva,40394.61,6803.91,Sí,71847,13866,32,Web
8118,M,Tucumán,37,Empresario,28,Primera clase,63848.71,14448.05,No,0,11776,8,Web
8126,F,Bahia,33,Ejecutivo,72,Ejecutiva,17465.15,812.41,No,0,8445,15,Web
8128,M,Chiriquí,27,Ejecutivo,61,Primera clase,92397.35,9645.48,No,0,5664,8,Web
8131,F,Misiones,42,Deportista,74,Económica,23026.31,5165.86,Sí,70886,300,27,Web
8134,M,Veraguas,30,Deportista,91,Ejecutiva,61498.18,9649.41,Sí,176942,8019,22,App
8144,M,Pernambuco,52,Deportista,50,Económica,14876.39,2833.77,Sí,43464,1924,5,Web
8150,F,CABA,48,Ejecutivo,43,Ejecutiva,23086.12,1762.81,Sí,91892,8677,36,Web
8154,M,Chaco,27,Ejecutivo,65,Ejecutiva,42827.6,10141.45,Sí,145956,7067,10,Web
8157,M,Córdoba,40,Médico,23,Ejecutiva,10531.9,1465.84,Sí,39984,4505,39,Web
8168,F,Chaco,34,Ejecutivo,41,Primera clase,81379.61,9614.71,Sí,210764,5404,7,Web
8171,M,Rio de Janeiro,30,Empleado,20,Ejecutiva,15971.19,2056.58,Sí,49136,1289,3,App
8182,M,Chaco,40,Empresario,38,Primera clase,102891.53,24679.86,No,0,11168,1,Aeropuerto
